"";"price";"room_type";"minimum_nights";"reviews_per_month";"neighbourhood_group";"neighbourhood";"within1km";"within5km"
"2398";375;"Entire home/apt";1;NA;"Manhattan";"Upper West Side";67;1361
"2399";85;"Entire home/apt";30;0,25;"Brooklyn";"Bushwick";115;1382
"2400";135;"Entire home/apt";5;1,6;"Brooklyn";"Bedford-Stuyvesant";130;1737
"2401";80;"Private room";14;NA;"Manhattan";"Lower East Side";317;2097
"2402";220;"Entire home/apt";1;3;"Manhattan";"Hell's Kitchen";142;1634
"2403";100;"Entire home/apt";2;4,78;"Brooklyn";"Canarsie";7;103
"2404";40;"Private room";1;1;"Brooklyn";"East Flatbush";45;864
"2405";100;"Private room";1;4,29;"Manhattan";"Midtown";113;1961
"2406";35;"Private room";5;0,05;"Manhattan";"Harlem";127;685
"2407";200;"Entire home/apt";1;NA;"Manhattan";"Kips Bay";153;2060
"2408";299;"Entire home/apt";2;0,9;"Manhattan";"Chelsea";84;1549
"2409";89;"Private room";30;NA;"Manhattan";"Harlem";153;1003
"2410";44;"Private room";30;1;"Brooklyn";"Williamsburg";173;2139
"2411";150;"Entire home/apt";3;NA;"Manhattan";"Upper East Side";119;1450
"2412";305;"Private room";1;NA;"Manhattan";"Upper West Side";69;1305
"2413";125;"Entire home/apt";21;0,5;"Brooklyn";"Williamsburg";168;2489
"2414";200;"Entire home/apt";3;2,29;"Brooklyn";"Boerum Hill";92;2019
"2415";122;"Entire home/apt";3;1,87;"Brooklyn";"Williamsburg";279;2561
"2416";55;"Private room";1;5,53;"Queens";"Flushing";21;117
"2417";55;"Private room";5;0,12;"Brooklyn";"Crown Heights";104;1600
"2418";45;"Private room";6;0,17;"Manhattan";"SoHo";186;1842
"2419";190;"Entire home/apt";7;0,04;"Brooklyn";"South Slope";69;1045
"2420";90;"Private room";6;0,31;"Manhattan";"East Village";311;2190
"2421";155;"Entire home/apt";30;0,13;"Manhattan";"Chelsea";157;1688
"2422";120;"Entire home/apt";2;3,52;"Brooklyn";"Williamsburg";136;2132
"2423";50;"Private room";7;NA;"Brooklyn";"Williamsburg";136;2143
"2424";80;"Private room";1;1,21;"Queens";"Astoria";52;700
"2425";200;"Entire home/apt";29;NA;"Manhattan";"Murray Hill";166;2052
"2426";150;"Entire home/apt";3;2,74;"Brooklyn";"Williamsburg";131;2066
"2427";120;"Entire home/apt";2;0,41;"Brooklyn";"Bedford-Stuyvesant";137;1691
"2428";195;"Entire home/apt";2;0,2;"Manhattan";"Midtown";146;2012
"2429";36;"Private room";2;2;"Bronx";"Allerton";8;62
"2430";125;"Entire home/apt";3;3,22;"Manhattan";"Harlem";134;804
"2431";160;"Entire home/apt";3;2,42;"Brooklyn";"Bedford-Stuyvesant";157;2033
"2432";374;"Entire home/apt";30;NA;"Manhattan";"Chelsea";168;1762
"2433";140;"Entire home/apt";26;NA;"Manhattan";"East Village";171;2343
"2434";110;"Private room";2;NA;"Brooklyn";"Williamsburg";216;2188
"2435";295;"Entire home/apt";3;4,49;"Manhattan";"Hell's Kitchen";229;1623
"2436";150;"Entire home/apt";2;2,95;"Manhattan";"Murray Hill";169;2030
"2437";675;"Entire home/apt";28;0,63;"Manhattan";"Midtown";114;2077
"2438";99;"Private room";3;0,57;"Manhattan";"Hell's Kitchen";209;1633
"2439";180;"Entire home/apt";4;0,71;"Manhattan";"Upper East Side";117;1441
"2440";55;"Private room";4;0,99;"Brooklyn";"Bedford-Stuyvesant";146;1661
"2441";275;"Entire home/apt";3;0,96;"Brooklyn";"Downtown Brooklyn";48;2002
"2442";115;"Entire home/apt";2;0,17;"Brooklyn";"Prospect Heights";119;1873
"2443";165;"Entire home/apt";1;6;"Manhattan";"East Harlem";73;1273
"2444";125;"Private room";1;0,16;"Brooklyn";"Carroll Gardens";59;1537
"2445";100;"Private room";2;2,07;"Brooklyn";"Crown Heights";120;1734
"2446";100;"Entire home/apt";10;0,15;"Manhattan";"Harlem";128;678
"2447";43;"Private room";3;1,26;"Bronx";"University Heights";3;271
"2448";70;"Entire home/apt";70;0,08;"Brooklyn";"South Slope";61;941
"2449";150;"Entire home/apt";3;1,34;"Brooklyn";"South Slope";56;929
"2450";180;"Entire home/apt";29;NA;"Manhattan";"Financial District";105;1584
"2451";350;"Entire home/apt";3;0,37;"Manhattan";"Financial District";101;1346
"2452";125;"Entire home/apt";2;2,28;"Queens";"Ridgewood";73;1286
"2453";40;"Private room";7;0,84;"Queens";"Flushing";10;162
"2454";180;"Entire home/apt";3;1,91;"Brooklyn";"Fort Greene";96;2304
"2455";279;"Entire home/apt";30;0,26;"Manhattan";"Chelsea";151;1840
"2456";130;"Entire home/apt";4;1,1;"Manhattan";"Chinatown";214;2088
"2457";37;"Private room";2;0,16;"Brooklyn";"Flatbush";73;1038
"2458";290;"Entire home/apt";5;0,11;"Brooklyn";"Flatbush";63;961
"2459";136;"Entire home/apt";2;1,32;"Brooklyn";"Greenpoint";61;2357
"2460";55;"Private room";1;7,5;"Queens";"Fresh Meadows";6;95
"2461";175;"Private room";1;0,35;"Manhattan";"Upper West Side";77;1305
"2462";42;"Private room";30;NA;"Brooklyn";"Bedford-Stuyvesant";170;1705
"2463";109;"Private room";1;NA;"Brooklyn";"Prospect-Lefferts Gardens";90;1231
"2464";200;"Entire home/apt";1;NA;"Manhattan";"West Village";164;1629
"2465";110;"Entire home/apt";30;0,16;"Manhattan";"Murray Hill";166;1934
"2466";99;"Private room";5;0,02;"Brooklyn";"South Slope";52;993
"2467";85;"Private room";1;3,93;"Manhattan";"Chinatown";140;1931
"2468";144;"Entire home/apt";1;0,84;"Brooklyn";"Bushwick";162;1769
"2469";110;"Entire home/apt";2;5,27;"Brooklyn";"East Flatbush";5;1081
"2470";129;"Entire home/apt";30;0,05;"Brooklyn";"Greenpoint";79;2172
"2471";100;"Entire home/apt";1;1,97;"Queens";"Howard Beach";0;42
"2472";50;"Private room";4;0,04;"Brooklyn";"Williamsburg";134;2045
"2473";48;"Private room";1;3,79;"Queens";"Flushing";19;93
"2474";115;"Private room";3;3,14;"Brooklyn";"Bushwick";150;1592
"2475";100;"Private room";4;3,8;"Manhattan";"Upper East Side";98;1592
"2476";125;"Entire home/apt";1;0,22;"Queens";"Astoria";57;697
"2477";412;"Entire home/apt";30;NA;"Manhattan";"Hell's Kitchen";168;1583
"2478";80;"Private room";1;0,08;"Manhattan";"Harlem";127;920
"2479";120;"Private room";10;0,15;"Manhattan";"Harlem";130;686
"2480";380;"Entire home/apt";1;5,99;"Brooklyn";"Williamsburg";156;2493
"2481";142;"Entire home/apt";3;0,71;"Manhattan";"East Village";325;2104
"2482";75;"Private room";2;1,74;"Bronx";"Kingsbridge";5;129
"2483";75;"Private room";1;0,23;"Queens";"Long Island City";25;2193
"2484";198;"Entire home/apt";2;0,29;"Manhattan";"Greenwich Village";205;1814
"2485";94;"Entire home/apt";5;NA;"Brooklyn";"Columbia St";36;1080
"2486";40;"Private room";15;0,56;"Brooklyn";"Bedford-Stuyvesant";150;2163
"2487";117;"Entire home/apt";30;0,3;"Manhattan";"Kips Bay";146;2086
"2488";2500;"Entire home/apt";1;NA;"Brooklyn";"Williamsburg";181;2511
"2489";250;"Private room";1;0,93;"Manhattan";"Upper East Side";99;1413
"2490";40;"Private room";2;0,43;"Brooklyn";"Bushwick";167;1599
"2491";72;"Private room";5;2,23;"Manhattan";"East Harlem";80;1272
"2492";210;"Private room";1;NA;"Manhattan";"Hell's Kitchen";180;1559
"2493";40;"Private room";1;0,83;"Brooklyn";"Flatlands";8;269
"2494";70;"Private room";2;1,66;"Staten Island";"St. George";4;32
"2495";85;"Private room";2;0,65;"Manhattan";"Chelsea";176;1700
"2496";100;"Private room";3;2;"Manhattan";"East Village";331;2083
"2497";100;"Entire home/apt";90;0,05;"Brooklyn";"Williamsburg";189;2477
"2498";188;"Private room";2;NA;"Brooklyn";"Carroll Gardens";61;1713
"2499";49;"Private room";1;0,13;"Queens";"Astoria";55;838
"2500";95;"Private room";5;NA;"Brooklyn";"Williamsburg";230;2364
"2501";150;"Private room";2;1,4;"Manhattan";"Upper East Side";121;1525
"2502";35;"Private room";5;1,76;"Queens";"Sunnyside";21;1505
"2503";34;"Private room";1;0,85;"Manhattan";"Inwood";23;245
"2504";70;"Private room";2;2,36;"Brooklyn";"Bushwick";160;1619
"2505";55;"Private room";1;4,81;"Queens";"Jackson Heights";25;373
"2506";395;"Entire home/apt";5;0,37;"Manhattan";"Murray Hill";160;2076
"2507";90;"Entire home/apt";2;2,4;"Brooklyn";"Bedford-Stuyvesant";172;1872
"2508";67;"Private room";1;6,19;"Manhattan";"Upper West Side";113;1183
"2509";100;"Private room";1;9,62;"Manhattan";"Upper West Side";77;1343
"2510";295;"Entire home/apt";2;0,76;"Manhattan";"Harlem";157;951
"2511";70;"Private room";4;1,05;"Brooklyn";"Bushwick";189;1699
"2512";85;"Entire home/apt";5;2,65;"Brooklyn";"Crown Heights";47;1458
"2513";2999;"Entire home/apt";1;NA;"Manhattan";"Upper West Side";73;1228
"2514";70;"Private room";2;1,52;"Brooklyn";"Williamsburg";137;2494
"2515";56;"Private room";1;2,19;"Manhattan";"East Harlem";98;935
"2516";100;"Entire home/apt";2;3,16;"Brooklyn";"Bedford-Stuyvesant";174;1958
"2517";160;"Entire home/apt";30;0,4;"Manhattan";"Midtown";120;1949
"2518";40;"Private room";5;0,02;"Brooklyn";"Bushwick";160;1599
"2519";42;"Private room";2;9,47;"Brooklyn";"Prospect-Lefferts Gardens";77;1251
"2520";62;"Private room";1;2,83;"Brooklyn";"Crown Heights";32;1341
"2521";70;"Private room";4;0,16;"Queens";"Long Island City";25;2027
"2522";50;"Private room";2;0,61;"Brooklyn";"Bedford-Stuyvesant";164;1802
"2523";120;"Entire home/apt";3;0,86;"Manhattan";"East Harlem";74;1249
"2524";110;"Entire home/apt";30;0,34;"Brooklyn";"Bedford-Stuyvesant";131;1792
"2525";199;"Entire home/apt";4;0,05;"Manhattan";"Greenwich Village";204;1823
"2526";70;"Private room";3;0,17;"Brooklyn";"Williamsburg";201;2143
"2527";120;"Entire home/apt";2;3,24;"Brooklyn";"Park Slope";64;1120
"2528";120;"Entire home/apt";20;0,13;"Manhattan";"Chinatown";188;2059
"2529";120;"Entire home/apt";5;0,23;"Brooklyn";"Williamsburg";153;2148
"2530";80;"Private room";1;4,53;"Queens";"Astoria";70;687
"2531";175;"Entire home/apt";5;0,04;"Manhattan";"Upper West Side";60;1374
"2532";100;"Private room";6;4,07;"Manhattan";"Harlem";154;1008
"2533";178;"Private room";2;0,06;"Brooklyn";"Williamsburg";165;2078
"2534";70;"Private room";1;NA;"Brooklyn";"Greenpoint";112;2190
"2535";169;"Entire home/apt";2;2,65;"Manhattan";"Upper East Side";91;1793
"2536";750;"Entire home/apt";3;1,66;"Brooklyn";"Clinton Hill";93;2347
"2537";90;"Shared room";26;NA;"Manhattan";"Upper East Side";104;1426
"2538";47;"Private room";28;NA;"Brooklyn";"Fort Hamilton";5;88
"2539";210;"Entire home/apt";30;NA;"Manhattan";"Midtown";98;1983
"2540";75;"Private room";2;0,3;"Brooklyn";"Williamsburg";273;2557
"2541";150;"Entire home/apt";4;1,33;"Brooklyn";"Crown Heights";150;1815
"2542";800;"Entire home/apt";2;NA;"Manhattan";"Upper West Side";58;1340
"2543";87;"Private room";2;2,74;"Brooklyn";"South Slope";53;1010
"2544";130;"Entire home/apt";30;NA;"Manhattan";"Upper West Side";78;1394
"2545";185;"Private room";1;NA;"Manhattan";"Murray Hill";150;2080
"2546";40;"Private room";18;0,05;"Brooklyn";"Bedford-Stuyvesant";142;1622
"2547";60;"Private room";30;NA;"Manhattan";"East Village";308;2031
"2548";90;"Private room";3;0,97;"Manhattan";"Inwood";31;270
"2549";130;"Entire home/apt";30;0,15;"Manhattan";"Hell's Kitchen";203;1539
"2550";316;"Entire home/apt";30;NA;"Manhattan";"Theater District";227;1646
"2551";110;"Entire home/apt";3;1;"Brooklyn";"Crown Heights";135;1788
"2552";148;"Entire home/apt";4;1,39;"Manhattan";"East Village";243;2284
"2553";60;"Private room";2;NA;"Brooklyn";"Flatbush";35;693
"2554";135;"Entire home/apt";3;0,39;"Manhattan";"Harlem";154;978
"2555";66;"Private room";1;2,63;"Manhattan";"East Harlem";107;919
"2556";40;"Private room";2;2,08;"Brooklyn";"Bushwick";64;1183
"2557";150;"Entire home/apt";7;NA;"Manhattan";"Kips Bay";87;2143
"2558";180;"Entire home/apt";3;0,03;"Manhattan";"Morningside Heights";113;873
"2559";197;"Entire home/apt";1;1,31;"Manhattan";"Upper West Side";67;1289
"2560";95;"Private room";30;0,8;"Brooklyn";"Bedford-Stuyvesant";91;2349
"2561";150;"Entire home/apt";2;0,02;"Brooklyn";"Greenpoint";88;2099
"2562";45;"Private room";1;10,72;"Queens";"East Elmhurst";10;282
"2563";151;"Entire home/apt";1;2,36;"Brooklyn";"Prospect-Lefferts Gardens";64;1235
"2564";100;"Private room";3;NA;"Queens";"Jamaica Hills";2;115
"2565";100;"Entire home/apt";1;0,02;"Brooklyn";"Crown Heights";112;1721
"2566";77;"Private room";1;2,29;"Manhattan";"Washington Heights";85;626
"2567";175;"Entire home/apt";3;0,4;"Brooklyn";"Williamsburg";269;2568
"2568";180;"Entire home/apt";1;NA;"Manhattan";"West Village";128;1557
"2569";200;"Entire home/apt";1;0,02;"Manhattan";"Lower East Side";301;2125
"2570";199;"Entire home/apt";2;NA;"Manhattan";"Upper West Side";66;1368
"2571";55;"Private room";2;2,98;"Brooklyn";"Bedford-Stuyvesant";173;1836
"2572";85;"Private room";2;0,53;"Manhattan";"East Harlem";101;1122
"2573";74;"Entire home/apt";1;0,07;"Manhattan";"Washington Heights";36;340
"2574";49;"Private room";1;2,76;"Queens";"Flushing";5;173
"2575";150;"Entire home/apt";7;0,42;"Manhattan";"Hell's Kitchen";199;1568
"2576";160;"Entire home/apt";3;0,02;"Brooklyn";"Williamsburg";238;2417
"2577";60;"Private room";4;0,58;"Brooklyn";"Bushwick";141;1646
"2578";99;"Private room";3;0,38;"Manhattan";"Morningside Heights";121;983
"2579";300;"Entire home/apt";2;1,06;"Manhattan";"Hell's Kitchen";174;1516
"2580";80;"Private room";2;NA;"Manhattan";"Harlem";97;771
"2581";150;"Entire home/apt";30;0,12;"Queens";"Sunnyside";37;1192
"2582";45;"Private room";30;0,48;"Queens";"Ridgewood";71;1342
"2583";87;"Entire home/apt";30;0,05;"Manhattan";"Kips Bay";154;2105
"2584";220;"Entire home/apt";3;0,45;"Brooklyn";"Park Slope";79;1479
"2585";170;"Entire home/apt";1;0,02;"Manhattan";"Lower East Side";168;2197
"2586";379;"Entire home/apt";4;3,44;"Queens";"Long Island City";28;1911
"2587";150;"Entire home/apt";2;1,68;"Brooklyn";"Williamsburg";251;2567
"2588";69;"Private room";1;1;"Brooklyn";"Bushwick";173;1674
"2589";40;"Private room";2;0,68;"Brooklyn";"Flatbush";89;1142
"2590";66;"Private room";2;0,46;"Brooklyn";"Williamsburg";265;2512
"2591";150;"Entire home/apt";3;0,08;"Brooklyn";"Park Slope";77;1177
"2592";35;"Private room";30;0,58;"Queens";"Woodside";23;520
"2593";47;"Private room";35;0,09;"Brooklyn";"Bedford-Stuyvesant";159;2042
"2594";64;"Entire home/apt";20;0,73;"Brooklyn";"Crown Heights";139;1776
"2595";90;"Private room";2;4,35;"Manhattan";"Chinatown";163;2056
"2596";49;"Private room";3;0,13;"Brooklyn";"Crown Heights";101;1552
"2597";90;"Shared room";2;1,11;"Manhattan";"Midtown";162;1928
"2598";100;"Private room";1;1,18;"Manhattan";"Theater District";200;1672
"2599";373;"Entire home/apt";30;NA;"Manhattan";"Tribeca";73;1581
"2600";110;"Private room";2;NA;"Manhattan";"Chelsea";145;1677
"2601";120;"Entire home/apt";4;NA;"Brooklyn";"Boerum Hill";96;1891
"2602";90;"Entire home/apt";7;0,07;"Brooklyn";"Flatbush";82;1114
"2603";40;"Private room";15;0,93;"Brooklyn";"Crown Heights";118;1683
"2604";125;"Private room";2;3,02;"Manhattan";"Hell's Kitchen";167;1486
"2605";65;"Private room";2;2,12;"Manhattan";"Harlem";107;818
"2606";75;"Private room";3;0,7;"Manhattan";"East Village";153;2269
"2607";70;"Entire home/apt";18;0,22;"Brooklyn";"Sunset Park";14;250
"2608";300;"Entire home/apt";2;1,17;"Manhattan";"Murray Hill";175;2036
"2609";150;"Entire home/apt";3;1,84;"Queens";"Astoria";65;678
"2610";90;"Entire home/apt";3;NA;"Manhattan";"Harlem";127;680
"2611";125;"Entire home/apt";3;0,42;"Manhattan";"Washington Heights";69;599
"2612";139;"Entire home/apt";1;1,05;"Brooklyn";"Bedford-Stuyvesant";179;1789
"2613";95;"Entire home/apt";5;NA;"Brooklyn";"Bushwick";168;1626
"2614";79;"Entire home/apt";2;3,33;"Bronx";"Bronxdale";4;104
"2615";75;"Private room";2;1,44;"Manhattan";"Washington Heights";52;431
"2616";75;"Private room";1;1;"Brooklyn";"Cypress Hills";4;755
"2617";75;"Private room";1;2,82;"Brooklyn";"Crown Heights";137;1888
"2618";200;"Private room";5;NA;"Brooklyn";"Carroll Gardens";46;1429
"2619";50;"Private room";2;2,35;"Brooklyn";"Bushwick";180;1691
"2620";40;"Private room";5;NA;"Bronx";"University Heights";3;267
"2621";50;"Private room";3;0,07;"Brooklyn";"Gowanus";92;1797
"2622";90;"Private room";3;NA;"Queens";"Astoria";51;629
"2623";48;"Private room";5;NA;"Brooklyn";"Flatbush";73;1043
"2624";55;"Private room";2;2,04;"Staten Island";"West Brighton";3;29
"2625";120;"Entire home/apt";4;0,48;"Brooklyn";"Flatbush";79;1066
"2626";150;"Private room";3;NA;"Manhattan";"Harlem";107;820
"2627";110;"Entire home/apt";2;0,11;"Queens";"Sunnyside";34;1394
"2628";95;"Entire home/apt";1;2,04;"Brooklyn";"Bedford-Stuyvesant";135;1522
"2629";350;"Entire home/apt";3;NA;"Brooklyn";"Vinegar Hill";11;2242
"2630";95;"Entire home/apt";3;0,03;"Queens";"Astoria";78;859
"2631";90;"Entire home/apt";5;NA;"Queens";"Long Island City";24;2201
"2632";700;"Entire home/apt";2;3,08;"Manhattan";"East Village";304;2186
"2633";55;"Private room";1;NA;"Queens";"Flushing";9;81
"2634";65;"Private room";2;0,83;"Manhattan";"East Harlem";85;1027
"2635";49;"Private room";1;7,57;"Manhattan";"Harlem";110;715
"2636";140;"Entire home/apt";2;0,87;"Brooklyn";"Bedford-Stuyvesant";119;1718
"2637";120;"Private room";3;NA;"Manhattan";"Hell's Kitchen";212;1542
"2638";290;"Entire home/apt";6;0,04;"Brooklyn";"Williamsburg";258;2473
"2639";79;"Shared room";1;0,03;"Manhattan";"East Village";320;2086
"2640";99;"Entire home/apt";1;2,22;"Brooklyn";"Brighton Beach";8;49
"2641";165;"Entire home/apt";3;0,18;"Manhattan";"Midtown";135;2014
"2642";95;"Entire home/apt";1;10,77;"Brooklyn";"East Flatbush";37;896
"2643";25;"Shared room";1;NA;"Brooklyn";"Gravesend";6;66
"2644";247;"Entire home/apt";1;NA;"Manhattan";"West Village";147;1593
"2645";125;"Entire home/apt";5;2,23;"Brooklyn";"Gowanus";57;992
"2646";34;"Private room";2;3,14;"Brooklyn";"Flatlands";5;289
"2647";350;"Entire home/apt";4;NA;"Brooklyn";"Williamsburg";144;2498
"2648";54;"Private room";3;NA;"Manhattan";"Upper West Side";131;1069
"2649";85;"Entire home/apt";2;2,08;"Queens";"Woodhaven";9;239
"2650";599;"Entire home/apt";1;2;"Brooklyn";"Cobble Hill";37;1656
"2651";153;"Entire home/apt";3;0,48;"Brooklyn";"Williamsburg";238;2424
"2652";107;"Entire home/apt";1;NA;"Brooklyn";"Fort Greene";102;2170
"2653";78;"Entire home/apt";3;0,16;"Brooklyn";"Bushwick";152;1591
"2654";349;"Entire home/apt";1;4;"Manhattan";"Kips Bay";165;2068
"2655";38;"Private room";6;0,11;"Queens";"Far Rockaway";4;19
"2656";55;"Private room";1;4,39;"Manhattan";"East Village";329;2160
"2657";150;"Private room";3;NA;"Manhattan";"Battery Park City";26;1289
"2658";196;"Entire home/apt";3;0,46;"Manhattan";"Hell's Kitchen";216;1556
"2659";200;"Entire home/apt";3;4,4;"Manhattan";"Hell's Kitchen";208;1561
"2660";150;"Entire home/apt";3;4;"Brooklyn";"Fort Greene";107;2224
"2661";66;"Private room";2;2,6;"Brooklyn";"Williamsburg";121;1731
"2662";66;"Private room";1;0,03;"Brooklyn";"Crown Heights";86;1717
"2663";160;"Entire home/apt";1;0,57;"Manhattan";"Financial District";92;1406
"2664";100;"Private room";2;NA;"Brooklyn";"Williamsburg";218;2391
"2665";60;"Private room";2;2;"Queens";"Jackson Heights";5;231
"2666";40;"Private room";5;0,16;"Manhattan";"Harlem";90;773
"2667";49;"Private room";1;0,53;"Staten Island";"Stapleton";7;45
"2668";25;"Shared room";10;NA;"Brooklyn";"Gravesend";5;55
"2669";250;"Entire home/apt";2;2,3;"Manhattan";"Midtown";133;2072
"2670";100;"Entire home/apt";5;0,53;"Brooklyn";"Prospect Heights";92;1678
"2671";105;"Private room";1;5,98;"Manhattan";"Hell's Kitchen";223;1600
"2672";98;"Private room";2;2,42;"Manhattan";"Lower East Side";256;2066
"2673";245;"Entire home/apt";2;2,28;"Staten Island";"Tompkinsville";6;44
"2674";80;"Private room";3;0,11;"Brooklyn";"Sunset Park";21;244
"2675";130;"Private room";1;2,38;"Manhattan";"Harlem";149;917
"2676";250;"Entire home/apt";30;0,19;"Manhattan";"Upper West Side";120;1151
"2677";75;"Private room";2;2;"Brooklyn";"Crown Heights";71;1476
"2678";45;"Private room";5;0,16;"Brooklyn";"Bushwick";177;1724
"2679";250;"Entire home/apt";3;NA;"Brooklyn";"Greenpoint";100;2488
"2680";105;"Entire home/apt";45;0,26;"Manhattan";"Upper East Side";126;1482
"2681";129;"Entire home/apt";3;1,49;"Manhattan";"Chinatown";194;2086
"2682";200;"Entire home/apt";2;0,08;"Brooklyn";"Williamsburg";183;2492
"2683";90;"Private room";2;NA;"Manhattan";"East Village";294;2163
"2684";50;"Private room";5;0,03;"Brooklyn";"Bushwick";160;1657
"2685";50;"Private room";1;6,44;"Queens";"Astoria";65;1025
"2686";180;"Private room";1;0,73;"Manhattan";"Hell's Kitchen";202;1587
"2687";49;"Private room";1;2,41;"Manhattan";"Harlem";112;718
"2688";95;"Private room";275;NA;"Manhattan";"Upper West Side";62;1342
"2689";340;"Entire home/apt";30;NA;"Manhattan";"Upper East Side";122;1477
"2690";210;"Entire home/apt";2;1,24;"Brooklyn";"Columbia St";28;1128
"2691";350;"Entire home/apt";2;0,05;"Manhattan";"Midtown";168;1679
"2692";150;"Entire home/apt";13;0,13;"Manhattan";"Morningside Heights";91;919
"2693";150;"Private room";3;2,64;"Manhattan";"Greenwich Village";234;1914
"2694";196;"Entire home/apt";2;0,61;"Manhattan";"Greenwich Village";176;1777
"2695";300;"Entire home/apt";1;6,31;"Manhattan";"Hell's Kitchen";205;1592
"2696";55;"Private room";1;NA;"Queens";"Flushing";9;168
"2697";199;"Entire home/apt";3;1,59;"Manhattan";"Midtown";110;1710
"2698";249;"Entire home/apt";7;2,03;"Manhattan";"Chelsea";138;1719
"2699";90;"Private room";1;1,04;"Manhattan";"West Village";157;1639
"2700";250;"Entire home/apt";4;1,68;"Manhattan";"Nolita";242;1968
"2701";140;"Private room";2;1,01;"Manhattan";"East Harlem";75;1106
"2702";200;"Entire home/apt";4;3,31;"Manhattan";"Hell's Kitchen";219;1552
"2703";125;"Entire home/apt";3;4,36;"Brooklyn";"Crown Heights";113;1664
"2704";139;"Entire home/apt";7;0,92;"Manhattan";"Financial District";94;1606
"2705";130;"Entire home/apt";3;0,44;"Brooklyn";"Bedford-Stuyvesant";154;1961
"2706";200;"Entire home/apt";2;1;"Queens";"Ridgewood";95;1385
"2707";80;"Entire home/apt";3;NA;"Brooklyn";"Greenpoint";89;2092
"2708";80;"Private room";1;0,43;"Queens";"Flushing";13;142
"2709";80;"Entire home/apt";2;6;"Brooklyn";"Crown Heights";32;1349
"2710";125;"Entire home/apt";3;2,05;"Queens";"Woodside";34;630
"2711";120;"Private room";30;NA;"Brooklyn";"Midwood";6;378
"2712";49;"Private room";2;1,68;"Manhattan";"Harlem";115;676
"2713";76;"Entire home/apt";1;0,07;"Brooklyn";"Prospect-Lefferts Gardens";78;1142
"2714";100;"Entire home/apt";1;NA;"Brooklyn";"Crown Heights";89;1559
"2715";105;"Entire home/apt";5;4,29;"Manhattan";"Upper East Side";90;1368
"2716";289;"Entire home/apt";30;NA;"Manhattan";"Financial District";92;1529
"2717";75;"Private room";1;7,71;"Brooklyn";"Crown Heights";72;1636
"2718";170;"Entire home/apt";3;1,09;"Manhattan";"Chelsea";164;1672
"2719";150;"Entire home/apt";2;NA;"Manhattan";"Morningside Heights";57;810
"2720";95;"Entire home/apt";3;0,03;"Brooklyn";"Bushwick";179;1644
"2721";200;"Entire home/apt";5;0,05;"Brooklyn";"Clinton Hill";142;2251
"2722";59;"Private room";2;2,48;"Brooklyn";"Flatbush";79;1094
"2723";32;"Private room";7;0,07;"Brooklyn";"Crown Heights";131;1817
"2725";61;"Private room";2;1,84;"Brooklyn";"Sheepshead Bay";7;107
"2726";159;"Entire home/apt";3;0,02;"Manhattan";"Lower East Side";291;2229
"2727";225;"Entire home/apt";2;0,57;"Manhattan";"East Village";220;2020
"2728";199;"Entire home/apt";2;2,85;"Manhattan";"Chelsea";138;1682
"2729";115;"Entire home/apt";2;0,05;"Manhattan";"Lower East Side";285;2114
"2730";55;"Private room";30;NA;"Brooklyn";"East New York";9;730
"2731";40;"Private room";29;0,29;"Queens";"Elmhurst";18;297
"2732";65;"Private room";1;9,41;"Brooklyn";"Fort Greene";78;2306
"2733";60;"Private room";4;NA;"Brooklyn";"Bedford-Stuyvesant";175;1737
"2734";37;"Private room";3;1,06;"Brooklyn";"Bedford-Stuyvesant";155;1641
"2735";220;"Entire home/apt";2;1,47;"Manhattan";"East Harlem";89;984
"2736";45;"Private room";14;0,47;"Manhattan";"Harlem";145;905
"2737";150;"Entire home/apt";10;0,16;"Brooklyn";"Crown Heights";105;1657
"2738";50;"Entire home/apt";1;NA;"Bronx";"Morrisania";4;471
"2739";89;"Private room";2;0,56;"Manhattan";"East Village";211;2315
"2740";115;"Entire home/apt";1;NA;"Queens";"Sunnyside";30;1442
"2741";146;"Private room";2;0,62;"Brooklyn";"Williamsburg";207;2511
"2742";749;"Entire home/apt";1;NA;"Manhattan";"Kips Bay";148;2059
"2743";44;"Private room";2;0,08;"Brooklyn";"Bushwick";184;1704
"2744";80;"Private room";1;19,75;"Queens";"Springfield Gardens";2;53
"2745";38;"Private room";7;1,61;"Brooklyn";"East New York";5;786
"2746";55;"Private room";1;0,1;"Queens";"Long Island City";33;978
"2747";58;"Private room";1;2,83;"Manhattan";"Harlem";130;761
"2748";250;"Entire home/apt";3;0,05;"Queens";"Astoria";56;1008
"2749";55;"Private room";1;4,64;"Brooklyn";"Bedford-Stuyvesant";97;1327
"2750";280;"Entire home/apt";1;2,4;"Manhattan";"East Village";265;2239
"2751";239;"Entire home/apt";30;NA;"Manhattan";"Midtown";199;1645
"2752";375;"Entire home/apt";1;3;"Brooklyn";"Williamsburg";199;2535
"2753";126;"Entire home/apt";1;0,07;"Manhattan";"Upper East Side";91;1755
"2754";90;"Private room";2;0,15;"Brooklyn";"Williamsburg";231;2455
"2755";230;"Entire home/apt";4;1,33;"Manhattan";"Upper East Side";108;1637
"2756";279;"Entire home/apt";3;0,05;"Manhattan";"West Village";168;1676
"2757";99;"Private room";7;0,77;"Manhattan";"Washington Heights";101;649
"2758";499;"Entire home/apt";2;1,98;"Manhattan";"Hell's Kitchen";223;1580
